DRG Definition,Provider Id,Provider Name,Provider Street Address,Provider City,Provider State,Total Discharges,Average Covered Charges,Average Total Payments,Average Medicare Payments,Year,Latitude,Longitude
100 - SEIZURES W MCC,220086,BETH ISRAEL DEACONESS MEDICAL CENTER,330 BROOKLINE AVENUE,BOSTON,MA,25,54592.92,19351.08,16437,2014,42.3396481,-71.1050255
100 - SEIZURES W MCC,220110,BRIGHAM AND WOMEN'S HOSPITAL,75 FRANCIS STREET,BOSTON,MA,35,74875.71429,17115.6,14825.94286,2014,42.3362036,-71.1067408
100 - SEIZURES W MCC,220116,TUFTS MEDICAL CENTER,800 WASHINGTON STREET,BOSTON,MA,16,38376.25,19301.5,14705.3125,2014,42.349512,-71.063308
101 - SEIZURES W/O MCC,220002,MOUNT AUBURN HOSPITAL,330 MOUNT AUBURN STREET,CAMBRIDGE,MA,43,13545.67442,7141.372093,5490.674419,2014,42.373977,-71.1334327
101 - SEIZURES W/O MCC,220011,CAMBRIDGE HEALTH ALLIANCE,1493 CAMBRIDGE STREET,CAMBRIDGE,MA,13,15315.53846,8774.846154,7857.153846,2014,42.3748024,-71.1042804
101 - SEIZURES W/O MCC,220017,CARNEY HOSPITAL,2100 DORCHESTER AVENUE,BOSTON,MA,14,9504.785714,8153.857143,6849.714286,2014,42.2774915,-71.065494
101 - SEIZURES W/O MCC,220031,BOSTON MEDICAL CENTER CORPORATION,1 BOSTON MEDICAL CENTER PLACE,BOSTON,MA,45,14562.97778,10838.66667,9234.444444,2014,42.334447,-71.0740118
101 - SEIZURES W/O MCC,220036,ST ELIZABETH'S MEDICAL CENTER,736 CAMBRIDGE STREET,BRIGHTON,MA,14,9320.785714,8732.357143,6615.285714,2014,42.3489582,-71.1476809
101 - SEIZURES W/O MCC,220071,MASSACHUSETTS GENERAL HOSPITAL,55 FRUIT STREET,BOSTON,MA,82,43163,9130.695122,7233.134146,2014,42.3631542,-71.0688334
101 - SEIZURES W/O MCC,220086,BETH ISRAEL DEACONESS MEDICAL CENTER,330 BROOKLINE AVENUE,BOSTON,MA,97,29907.80412,9578.505155,7275.742268,2014,42.3396481,-71.1050255
101 - SEIZURES W/O MCC,220101,NEWTON-WELLESLEY HOSPITAL,2014 WASHINGTON STREET,NEWTON,MA,29,25447.34483,6511.310345,5598.758621,2014,42.3306338,-71.2464373
101 - SEIZURES W/O MCC,220110,BRIGHAM AND WOMEN'S HOSPITAL,75 FRANCIS STREET,BOSTON,MA,75,32572.30667,8693.16,6512.32,2014,42.3362036,-71.1067408
101 - SEIZURES W/O MCC,220116,TUFTS MEDICAL CENTER,800 WASHINGTON STREET,BOSTON,MA,23,22072.17391,10299.86957,7985.869565,2014,42.349512,-71.063308
101 - SEIZURES W/O MCC,220119,BRIGHAM AND WOMEN'S FAULKNER HOSPITAL,1153 CENTRE STREET,BOSTON,MA,13,14403.23077,6438,5642.076923,2014,42.3016411,-71.1287817
103 - HEADACHES W/O MCC,220071,MASSACHUSETTS GENERAL HOSPITAL,55 FRUIT STREET,BOSTON,MA,18,36983.88889,7683.555556,5635.833333,2014,42.3631542,-71.0688334
103 - HEADACHES W/O MCC,220086,BETH ISRAEL DEACONESS MEDICAL CENTER,330 BROOKLINE AVENUE,BOSTON,MA,16,10866.5625,7903.3125,6402.3125,2014,42.3396481,-71.1050255
103 - HEADACHES W/O MCC,220110,BRIGHAM AND WOMEN'S HOSPITAL,75 FRANCIS STREET,BOSTON,MA,11,49462.18182,12496.45455,8989.363636,2014,42.3362036,-71.1067408
115 - EXTRAOCULAR PROCEDURES EXCEPT ORBIT,220075,MASSACHUSETTS EYE AND EAR INFIRMARY,243 CHARLES STREET,BOSTON,MA,14,35087.64286,13962.07143,12376.14286,2014,42.36276,-71.07013
116 - INTRAOCULAR PROCEDURES W CC/MCC,220075,MASSACHUSETTS EYE AND EAR INFIRMARY,243 CHARLES STREET,BOSTON,MA,13,22804.61538,14573.23077,13264,2014,42.36276,-71.07013
117 - INTRAOCULAR PROCEDURES W/O CC/MCC,220075,MASSACHUSETTS EYE AND EAR INFIRMARY,243 CHARLES STREET,BOSTON,MA,14,20192.71429,8213.428571,6930.857143,2014,42.36276,-71.07013
"133 - OTHER EAR, NOSE, MOUTH & THROAT O.R. PROCEDURES W CC/MCC",220075,MASSACHUSETTS EYE AND EAR INFIRMARY,243 CHARLES STREET,BOSTON,MA,15,47652.46667,17960.06667,16228.46667,2014,42.36276,-71.07013
"134 - OTHER EAR, NOSE, MOUTH & THROAT O.R. PROCEDURES W/O CC/MCC",220075,MASSACHUSETTS EYE AND EAR INFIRMARY,243 CHARLES STREET,BOSTON,MA,13,27618.92308,10373.23077,7562.153846,2014,42.36276,-71.07013
139 - SALIVARY GLAND PROCEDURES,220075,MASSACHUSETTS EYE AND EAR INFIRMARY,243 CHARLES STREET,BOSTON,MA,13,21173.61538,9168.692308,7688.769231,2014,42.36276,-71.07013
149 - DYSEQUILIBRIUM,220002,MOUNT AUBURN HOSPITAL,330 MOUNT AUBURN STREET,CAMBRIDGE,MA,26,13557.23077,5769.769231,4486.076923,2014,42.373977,-71.1334327
149 - DYSEQUILIBRIUM,220071,MASSACHUSETTS GENERAL HOSPITAL,55 FRUIT STREET,BOSTON,MA,17,29535.58824,6889.647059,5465.647059,2014,42.3631542,-71.0688334
149 - DYSEQUILIBRIUM,220086,BETH ISRAEL DEACONESS MEDICAL CENTER,330 BROOKLINE AVENUE,BOSTON,MA,18,9458.777778,7490.777778,5843.666667,2014,42.3396481,-71.1050255
149 - DYSEQUILIBRIUM,220116,TUFTS MEDICAL CENTER,800 WASHINGTON STREET,BOSTON,MA,12,15033.66667,8396.5,6486.583333,2014,42.349512,-71.063308
149 - DYSEQUILIBRIUM,220119,BRIGHAM AND WOMEN'S FAULKNER HOSPITAL,1153 CENTRE STREET,BOSTON,MA,16,20258.6875,5392,4169.75,2014,42.3016411,-71.1287817
153 - OTITIS MEDIA & URI W/O MCC,220002,MOUNT AUBURN HOSPITAL,330 MOUNT AUBURN STREET,CAMBRIDGE,MA,20,10255.9,6162.4,4457.9,2014,42.373977,-71.1334327
153 - OTITIS MEDIA & URI W/O MCC,220031,BOSTON MEDICAL CENTER CORPORATION,1 BOSTON MEDICAL CENTER PLACE,BOSTON,MA,21,13072.71429,9651.761905,7921.190476,2014,42.334447,-71.0740118
153 - OTITIS MEDIA & URI W/O MCC,220071,MASSACHUSETTS GENERAL HOSPITAL,55 FRUIT STREET,BOSTON,MA,42,29851,8061.571429,5458.547619,2014,42.3631542,-71.0688334
153 - OTITIS MEDIA & URI W/O MCC,220086,BETH ISRAEL DEACONESS MEDICAL CENTER,330 BROOKLINE AVENUE,BOSTON,MA,36,13187.13889,7949.75,6299.861111,2014,42.3396481,-71.1050255
153 - OTITIS MEDIA & URI W/O MCC,220101,NEWTON-WELLESLEY HOSPITAL,2014 WASHINGTON STREET,NEWTON,MA,23,13205.17391,4860.478261,3704.304348,2014,42.3306338,-71.2464373
153 - OTITIS MEDIA & URI W/O MCC,220110,BRIGHAM AND WOMEN'S HOSPITAL,75 FRANCIS STREET,BOSTON,MA,17,33205.23529,8092.764706,5402.235294,2014,42.3362036,-71.1067408
153 - OTITIS MEDIA & URI W/O MCC,220119,BRIGHAM AND WOMEN'S FAULKNER HOSPITAL,1153 CENTRE STREET,BOSTON,MA,11,15034.27273,5635.181818,4428.636364,2014,42.3016411,-71.1287817
163 - MAJOR CHEST PROCEDURES W MCC,220071,MASSACHUSETTS GENERAL HOSPITAL,55 FRUIT STREET,BOSTON,MA,46,173006.6522,52473.15217,46437.06522,2014,42.3631542,-71.0688334
163 - MAJOR CHEST PROCEDURES W MCC,220086,BETH ISRAEL DEACONESS MEDICAL CENTER,330 BROOKLINE AVENUE,BOSTON,MA,17,90749.41176,53044.41176,48659,2014,42.3396481,-71.1050255
163 - MAJOR CHEST PROCEDURES W MCC,220110,BRIGHAM AND WOMEN'S HOSPITAL,75 FRANCIS STREET,BOSTON,MA,112,209702.2054,49900.6875,45840.49107,2014,42.3362036,-71.1067408
164 - MAJOR CHEST PROCEDURES W CC,220031,BOSTON MEDICAL CENTER CORPORATION,1 BOSTON MEDICAL CENTER PLACE,BOSTON,MA,19,45608.47368,26976.94737,24802.89474,2014,42.334447,-71.0740118
164 - MAJOR CHEST PROCEDURES W CC,220071,MASSACHUSETTS GENERAL HOSPITAL,55 FRUIT STREET,BOSTON,MA,139,80994.39568,24930.14388,22358.04317,2014,42.3631542,-71.0688334
164 - MAJOR CHEST PROCEDURES W CC,220086,BETH ISRAEL DEACONESS MEDICAL CENTER,330 BROOKLINE AVENUE,BOSTON,MA,30,39786.66667,26206.26667,24007.06667,2014,42.3396481,-71.1050255
164 - MAJOR CHEST PROCEDURES W CC,220110,BRIGHAM AND WOMEN'S HOSPITAL,75 FRANCIS STREET,BOSTON,MA,144,109514.2917,24820.64583,22504.38889,2014,42.3362036,-71.1067408
165 - MAJOR CHEST PROCEDURES W/O CC/MCC,220071,MASSACHUSETTS GENERAL HOSPITAL,55 FRUIT STREET,BOSTON,MA,78,62286.51282,18358.05128,15031.76923,2014,42.3631542,-71.0688334
165 - MAJOR CHEST PROCEDURES W/O CC/MCC,220086,BETH ISRAEL DEACONESS MEDICAL CENTER,330 BROOKLINE AVENUE,BOSTON,MA,47,26052.89362,18567.68085,16847.34043,2014,42.3396481,-71.1050255
165 - MAJOR CHEST PROCEDURES W/O CC/MCC,220110,BRIGHAM AND WOMEN'S HOSPITAL,75 FRANCIS STREET,BOSTON,MA,94,71741.48936,18046.35106,14610.38298,2014,42.3362036,-71.1067408
166 - OTHER RESP SYSTEM O.R. PROCEDURES W MCC,220071,MASSACHUSETTS GENERAL HOSPITAL,55 FRUIT STREET,BOSTON,MA,44,184169.7727,46609.88636,41931.29545,2014,42.3631542,-71.0688334
166 - OTHER RESP SYSTEM O.R. PROCEDURES W MCC,220086,BETH ISRAEL DEACONESS MEDICAL CENTER,330 BROOKLINE AVENUE,BOSTON,MA,24,67622.5,39490.08333,35383.25,2014,42.3396481,-71.1050255
166 - OTHER RESP SYSTEM O.R. PROCEDURES W MCC,220110,BRIGHAM AND WOMEN'S HOSPITAL,75 FRANCIS STREET,BOSTON,MA,36,142872.1944,40992.44444,32278.33333,2014,42.3362036,-71.1067408
167 - OTHER RESP SYSTEM O.R. PROCEDURES W CC,220071,MASSACHUSETTS GENERAL HOSPITAL,55 FRUIT STREET,BOSTON,MA,41,61054.90244,19176.87805,17330.63415,2014,42.3631542,-71.0688334
167 - OTHER RESP SYSTEM O.R. PROCEDURES W CC,220086,BETH ISRAEL DEACONESS MEDICAL CENTER,330 BROOKLINE AVENUE,BOSTON,MA,34,29636.05882,20069.14706,18049.73529,2014,42.3396481,-71.1050255
167 - OTHER RESP SYSTEM O.R. PROCEDURES W CC,220110,BRIGHAM AND WOMEN'S HOSPITAL,75 FRANCIS STREET,BOSTON,MA,41,68662.87805,18710.90244,16674.92683,2014,42.3362036,-71.1067408
168 - OTHER RESP SYSTEM O.R. PROCEDURES W/O CC/MCC,220071,MASSACHUSETTS GENERAL HOSPITAL,55 FRUIT STREET,BOSTON,MA,16,58912.4375,14198,10184.5625,2014,42.3631542,-71.0688334
168 - OTHER RESP SYSTEM O.R. PROCEDURES W/O CC/MCC,220110,BRIGHAM AND WOMEN'S HOSPITAL,75 FRANCIS STREET,BOSTON,MA,14,49803.85714,12940.64286,11499.78571,2014,42.3362036,-71.1067408
175 - PULMONARY EMBOLISM W MCC,220031,BOSTON MEDICAL CENTER CORPORATION,1 BOSTON MEDICAL CENTER PLACE,BOSTON,MA,11,33067.27273,19382.18182,17233.18182,2014,42.334447,-71.0740118
175 - PULMONARY EMBOLISM W MCC,220071,MASSACHUSETTS GENERAL HOSPITAL,55 FRUIT STREET,BOSTON,MA,21,81494.04762,19469.80952,15042.71429,2014,42.3631542,-71.0688334
175 - PULMONARY EMBOLISM W MCC,220110,BRIGHAM AND WOMEN'S HOSPITAL,75 FRANCIS STREET,BOSTON,MA,19,58966.84211,14785.94737,12791.94737,2014,42.3362036,-71.1067408
176 - PULMONARY EMBOLISM W/O MCC,220002,MOUNT AUBURN HOSPITAL,330 MOUNT AUBURN STREET,CAMBRIDGE,MA,15,12320.8,8978.4,7186.333333,2014,42.373977,-71.1334327
176 - PULMONARY EMBOLISM W/O MCC,220031,BOSTON MEDICAL CENTER CORPORATION,1 BOSTON MEDICAL CENTER PLACE,BOSTON,MA,23,17043.56522,13007.26087,11494.65217,2014,42.334447,-71.0740118
176 - PULMONARY EMBOLISM W/O MCC,220071,MASSACHUSETTS GENERAL HOSPITAL,55 FRUIT STREET,BOSTON,MA,67,33173.91045,9990.238806,8479.552239,2014,42.3631542,-71.0688334
176 - PULMONARY EMBOLISM W/O MCC,220086,BETH ISRAEL DEACONESS MEDICAL CENTER,330 BROOKLINE AVENUE,BOSTON,MA,55,17014.6,10818.25455,8672.709091,2014,42.3396481,-71.1050255
176 - PULMONARY EMBOLISM W/O MCC,220110,BRIGHAM AND WOMEN'S HOSPITAL,75 FRANCIS STREET,BOSTON,MA,48,36824.66667,10611.35417,8467.145833,2014,42.3362036,-71.1067408
176 - PULMONARY EMBOLISM W/O MCC,220116,TUFTS MEDICAL CENTER,800 WASHINGTON STREET,BOSTON,MA,13,15887.30769,11287.84615,9195.230769,2014,42.349512,-71.063308
176 - PULMONARY EMBOLISM W/O MCC,220119,BRIGHAM AND WOMEN'S FAULKNER HOSPITAL,1153 CENTRE STREET,BOSTON,MA,11,19686.90909,8852.454545,5107.090909,2014,42.3016411,-71.1287817
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,220002,MOUNT AUBURN HOSPITAL,330 MOUNT AUBURN STREET,CAMBRIDGE,MA,27,21783.92593,16990.03704,14767.40741,2014,42.373977,-71.1334327
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,220011,CAMBRIDGE HEALTH ALLIANCE,1493 CAMBRIDGE STREET,CAMBRIDGE,MA,13,24781.30769,19693.07692,18293.53846,2014,42.3748024,-71.1042804
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,220031,BOSTON MEDICAL CENTER CORPORATION,1 BOSTON MEDICAL CENTER PLACE,BOSTON,MA,35,28179.77143,22473.88571,20372,2014,42.334447,-71.0740118
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,220071,MASSACHUSETTS GENERAL HOSPITAL,55 FRUIT STREET,BOSTON,MA,97,75920.39175,20848.56701,17861.78351,2014,42.3631542,-71.0688334
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,220086,BETH ISRAEL DEACONESS MEDICAL CENTER,330 BROOKLINE AVENUE,BOSTON,MA,41,26489,20422.7561,18202.85366,2014,42.3396481,-71.1050255
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,220101,NEWTON-WELLESLEY HOSPITAL,2014 WASHINGTON STREET,NEWTON,MA,29,28558.86207,13165.7931,12539.03448,2014,42.3306338,-71.2464373
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,220110,BRIGHAM AND WOMEN'S HOSPITAL,75 FRANCIS STREET,BOSTON,MA,55,73865.03636,21493.98182,17945.29091,2014,42.3362036,-71.1067408
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,220116,TUFTS MEDICAL CENTER,800 WASHINGTON STREET,BOSTON,MA,30,29539.76667,20962.3,18221.2,2014,42.349512,-71.063308
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,220119,BRIGHAM AND WOMEN'S FAULKNER HOSPITAL,1153 CENTRE STREET,BOSTON,MA,18,44807.72222,15191.33333,13891.66667,2014,42.3016411,-71.1287817
178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,220002,MOUNT AUBURN HOSPITAL,330 MOUNT AUBURN STREET,CAMBRIDGE,MA,41,16715.12195,11632.85366,10360.46341,2014,42.373977,-71.1334327
178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,220011,CAMBRIDGE HEALTH ALLIANCE,1493 CAMBRIDGE STREET,CAMBRIDGE,MA,15,17777.13333,13787.33333,11696.73333,2014,42.3748024,-71.1042804
178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,220031,BOSTON MEDICAL CENTER CORPORATION,1 BOSTON MEDICAL CENTER PLACE,BOSTON,MA,17,14453.17647,17028.17647,15554.58824,2014,42.334447,-71.0740118
178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,220036,ST ELIZABETH'S MEDICAL CENTER,736 CAMBRIDGE STREET,BRIGHTON,MA,18,15512.77778,14611.61111,12821.83333,2014,42.3489582,-71.1476809
178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,220071,MASSACHUSETTS GENERAL HOSPITAL,55 FRUIT STREET,BOSTON,MA,159,45466.33333,14360.95597,11520.59748,2014,42.3631542,-71.0688334
178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,220086,BETH ISRAEL DEACONESS MEDICAL CENTER,330 BROOKLINE AVENUE,BOSTON,MA,44,20457.52273,14873.22727,12689.22727,2014,42.3396481,-71.1050255
178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,220101,NEWTON-WELLESLEY HOSPITAL,2014 WASHINGTON STREET,NEWTON,MA,49,22715.40816,9915.22449,8793.571429,2014,42.3306338,-71.2464373
178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,220110,BRIGHAM AND WOMEN'S HOSPITAL,75 FRANCIS STREET,BOSTON,MA,61,44995.19672,14409.45902,11808.21311,2014,42.3362036,-71.1067408
178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,220116,TUFTS MEDICAL CENTER,800 WASHINGTON STREET,BOSTON,MA,18,11796.5,15047.22222,12320.94444,2014,42.349512,-71.063308
178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,220119,BRIGHAM AND WOMEN'S FAULKNER HOSPITAL,1153 CENTRE STREET,BOSTON,MA,26,26522.65385,11033.38462,10138.53846,2014,42.3016411,-71.1287817
179 - RESPIRATORY INFECTIONS & INFLAMMATIONS W/O CC/MCC,220071,MASSACHUSETTS GENERAL HOSPITAL,55 FRUIT STREET,BOSTON,MA,15,55627.73333,12375,8052.933333,2014,42.3631542,-71.0688334
180 - RESPIRATORY NEOPLASMS W MCC,220031,BOSTON MEDICAL CENTER CORPORATION,1 BOSTON MEDICAL CENTER PLACE,BOSTON,MA,11,31574.45455,21512,19215.27273,2014,42.334447,-71.0740118
180 - RESPIRATORY NEOPLASMS W MCC,220071,MASSACHUSETTS GENERAL HOSPITAL,55 FRUIT STREET,BOSTON,MA,33,84288.9697,20180.57576,17663.21212,2014,42.3631542,-71.0688334
180 - RESPIRATORY NEOPLASMS W MCC,220086,BETH ISRAEL DEACONESS MEDICAL CENTER,330 BROOKLINE AVENUE,BOSTON,MA,25,41667.28,21046,18154.32,2014,42.3396481,-71.1050255
180 - RESPIRATORY NEOPLASMS W MCC,220110,BRIGHAM AND WOMEN'S HOSPITAL,75 FRANCIS STREET,BOSTON,MA,40,64514.775,17935.35,15680.2,2014,42.3362036,-71.1067408
181 - RESPIRATORY NEOPLASMS W CC,220031,BOSTON MEDICAL CENTER CORPORATION,1 BOSTON MEDICAL CENTER PLACE,BOSTON,MA,12,23380.91667,15371.5,13592,2014,42.334447,-71.0740118
181 - RESPIRATORY NEOPLASMS W CC,220071,MASSACHUSETTS GENERAL HOSPITAL,55 FRUIT STREET,BOSTON,MA,41,47791.36585,12317.5122,10422.09756,2014,42.3631542,-71.0688334
181 - RESPIRATORY NEOPLASMS W CC,220086,BETH ISRAEL DEACONESS MEDICAL CENTER,330 BROOKLINE AVENUE,BOSTON,MA,26,14727.26923,12935.57692,11214.65385,2014,42.3396481,-71.1050255
181 - RESPIRATORY NEOPLASMS W CC,220110,BRIGHAM AND WOMEN'S HOSPITAL,75 FRANCIS STREET,BOSTON,MA,45,41314.95556,12332.64444,10240.73333,2014,42.3362036,-71.1067408
184 - MAJOR CHEST TRAUMA W CC,220071,MASSACHUSETTS GENERAL HOSPITAL,55 FRUIT STREET,BOSTON,MA,21,34223.33333,10371.95238,8211.952381,2014,42.3631542,-71.0688334
184 - MAJOR CHEST TRAUMA W CC,220086,BETH ISRAEL DEACONESS MEDICAL CENTER,330 BROOKLINE AVENUE,BOSTON,MA,12,15276.33333,11350.83333,9148.166667,2014,42.3396481,-71.1050255
184 - MAJOR CHEST TRAUMA W CC,220101,NEWTON-WELLESLEY HOSPITAL,2014 WASHINGTON STREET,NEWTON,MA,14,19474.71429,7895.071429,5844.214286,2014,42.3306338,-71.2464373
184 - MAJOR CHEST TRAUMA W CC,220110,BRIGHAM AND WOMEN'S HOSPITAL,75 FRANCIS STREET,BOSTON,MA,17,37189.58824,10709.17647,7861.941176,2014,42.3362036,-71.1067408
186 - PLEURAL EFFUSION W MCC,220086,BETH ISRAEL DEACONESS MEDICAL CENTER,330 BROOKLINE AVENUE,BOSTON,MA,13,24193.76923,15971.84615,14250,2014,42.3396481,-71.1050255
187 - PLEURAL EFFUSION W CC,220071,MASSACHUSETTS GENERAL HOSPITAL,55 FRUIT STREET,BOSTON,MA,25,52023.76,12510.16,10470.8,2014,42.3631542,-71.0688334
187 - PLEURAL EFFUSION W CC,220110,BRIGHAM AND WOMEN'S HOSPITAL,75 FRANCIS STREET,BOSTON,MA,14,42196.14286,11162.92857,9189.642857,2014,42.3362036,-71.1067408
189 - PULMONARY EDEMA & RESPIRATORY FAILURE,220011,CAMBRIDGE HEALTH ALLIANCE,1493 CAMBRIDGE STREET,CAMBRIDGE,MA,17,15147.94118,12647.58824,11572.52941,2014,42.3748024,-71.1042804
189 - PULMONARY EDEMA & RESPIRATORY FAILURE,220017,CARNEY HOSPITAL,2100 DORCHESTER AVENUE,BOSTON,MA,19,10807.68421,12166.73684,11225.26316,2014,42.2774915,-71.065494
189 - PULMONARY EDEMA & RESPIRATORY FAILURE,220031,BOSTON MEDICAL CENTER CORPORATION,1 BOSTON MEDICAL CENTER PLACE,BOSTON,MA,63,24992.73016,16279.20635,14410.88889,2014,42.334447,-71.0740118
189 - PULMONARY EDEMA & RESPIRATORY FAILURE,220036,ST ELIZABETH'S MEDICAL CENTER,736 CAMBRIDGE STREET,BRIGHTON,MA,26,13354.34615,13024.65385,11695.26923,2014,42.3489582,-71.1476809
189 - PULMONARY EDEMA & RESPIRATORY FAILURE,220071,MASSACHUSETTS GENERAL HOSPITAL,55 FRUIT STREET,BOSTON,MA,40,68562.275,15398.6,12919.4,2014,42.3631542,-71.0688334
189 - PULMONARY EDEMA & RESPIRATORY FAILURE,220086,BETH ISRAEL DEACONESS MEDICAL CENTER,330 BROOKLINE AVENUE,BOSTON,MA,29,21187.44828,13413,11819.62069,2014,42.3396481,-71.1050255
189 - PULMONARY EDEMA & RESPIRATORY FAILURE,220110,BRIGHAM AND WOMEN'S HOSPITAL,75 FRANCIS STREET,BOSTON,MA,49,54270.81633,14040.83673,11655.93878,2014,42.3362036,-71.1067408
189 - PULMONARY EDEMA & RESPIRATORY FAILURE,220116,TUFTS MEDICAL CENTER,800 WASHINGTON STREET,BOSTON,MA,17,23820.82353,15080.41176,12462.52941,2014,42.349512,-71.063308
189 - PULMONARY EDEMA & RESPIRATORY FAILURE,220119,BRIGHAM AND WOMEN'S FAULKNER HOSPITAL,1153 CENTRE STREET,BOSTON,MA,42,32188.02381,10150.66667,8924.738095,2014,42.3016411,-71.1287817
190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,220002,MOUNT AUBURN HOSPITAL,330 MOUNT AUBURN STREET,CAMBRIDGE,MA,31,14538.12903,10428.96774,9126.322581,2014,42.373977,-71.1334327
190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,220011,CAMBRIDGE HEALTH ALLIANCE,1493 CAMBRIDGE STREET,CAMBRIDGE,MA,39,16504.92308,12567.5641,11216.4359,2014,42.3748024,-71.1042804
190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,220017,CARNEY HOSPITAL,2100 DORCHESTER AVENUE,BOSTON,MA,20,8597.25,11650.25,9764.75,2014,42.2774915,-71.065494
190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,220031,BOSTON MEDICAL CENTER CORPORATION,1 BOSTON MEDICAL CENTER PLACE,BOSTON,MA,52,14347.53846,14546.15385,12953.21154,2014,42.334447,-71.0740118
190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,220036,ST ELIZABETH'S MEDICAL CENTER,736 CAMBRIDGE STREET,BRIGHTON,MA,26,10162.80769,11956.80769,10449.5,2014,42.3489582,-71.1476809
190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,220071,MASSACHUSETTS GENERAL HOSPITAL,55 FRUIT STREET,BOSTON,MA,143,54867.99301,13582.00699,10683.23776,2014,42.3631542,-71.0688334
190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,220086,BETH ISRAEL DEACONESS MEDICAL CENTER,330 BROOKLINE AVENUE,BOSTON,MA,33,15730.81818,13181.69697,11062.06061,2014,42.3396481,-71.1050255
190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,220101,NEWTON-WELLESLEY HOSPITAL,2014 WASHINGTON STREET,NEWTON,MA,31,22100.3871,8141.290323,7127.612903,2014,42.3306338,-71.2464373
190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,220110,BRIGHAM AND WOMEN'S HOSPITAL,75 FRANCIS STREET,BOSTON,MA,54,53320.90741,12718,9994.018519,2014,42.3362036,-71.1067408
190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,220116,TUFTS MEDICAL CENTER,800 WASHINGTON STREET,BOSTON,MA,40,14272.9,13499.55,11486.525,2014,42.349512,-71.063308
190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,220119,BRIGHAM AND WOMEN'S FAULKNER HOSPITAL,1153 CENTRE STREET,BOSTON,MA,40,21375.175,9377.5,8293.7,2014,42.3016411,-71.1287817
191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,220002,MOUNT AUBURN HOSPITAL,330 MOUNT AUBURN STREET,CAMBRIDGE,MA,27,10604.59259,8406.555556,7127.185185,2014,42.373977,-71.1334327
191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,220011,CAMBRIDGE HEALTH ALLIANCE,1493 CAMBRIDGE STREET,CAMBRIDGE,MA,74,13475.02703,10155.89189,8991.540541,2014,42.3748024,-71.1042804
191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,220017,CARNEY HOSPITAL,2100 DORCHESTER AVENUE,BOSTON,MA,23,8383.304348,9714.217391,8381.782609,2014,42.2774915,-71.065494
191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,220031,BOSTON MEDICAL CENTER CORPORATION,1 BOSTON MEDICAL CENTER PLACE,BOSTON,MA,74,12293.2027,12375.16216,10959.06757,2014,42.334447,-71.0740118
191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,220036,ST ELIZABETH'S MEDICAL CENTER,736 CAMBRIDGE STREET,BRIGHTON,MA,19,10174.94737,10447.78947,8753.157895,2014,42.3489582,-71.1476809
191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,220071,MASSACHUSETTS GENERAL HOSPITAL,55 FRUIT STREET,BOSTON,MA,133,33262.44361,9920.75188,8157.992481,2014,42.3631542,-71.0688334
191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,220086,BETH ISRAEL DEACONESS MEDICAL CENTER,330 BROOKLINE AVENUE,BOSTON,MA,65,12050.16923,10360.90769,8711.430769,2014,42.3396481,-71.1050255
